S	0	664	*	*	*	*	*	JQ004580	*
H	6	633	100.0	.	0	0	=	FJ170555	FJ170718
S	7	738	*	*	*	*	*	JX036257	*
H	7	738	100.0	.	0	0	=	JX036252	JX036257
H	7	738	100.0	.	0	0	=	JX036258	JX036257
H	7	738	100.0	.	0	0	=	JX036264	JX036257
H	7	738	100.0	.	0	0	=	JX036248	JX036257
H	7	738	100.0	.	0	0	=	JX036236	JX036257
H	7	738	100.0	.	0	0	=	JX036232	JX036257
H	7	738	100.0	.	0	0	=	JX036237	JX036257
H	7	738	100.0	.	0	0	=	JX036239	JX036257
H	7	738	100.0	.	0	0	=	JX036238	JX036257
H	7	738	100.0	.	0	0	=	JX036230	JX036257
H	7	738	100.0	.	0	0	=	JX036172	JX036257
H	7	738	100.0	.	0	0	=	JX036176	JX036257
H	7	738	100.0	.	0	0	=	JX036177	JX036257
H	7	738	100.0	.	0	0	=	JX036157	JX036257
H	7	738	100.0	.	0	0	=	JX036170	JX036257
H	7	738	100.0	.	0	0	=	JX036158	JX036257
H	7	738	100.0	.	0	0	=	JX036159	JX036257
H	7	738	100.0	.	0	0	=	JX036216	JX036257
H	7	738	100.0	.	0	0	=	JX036210	JX036257
H	7	738	100.0	.	0	0	=	JX036215	JX036257
H	7	738	100.0	.	0	0	=	JX036225	JX036257
H	7	738	100.0	.	0	0	=	JX036226	JX036257
H	7	738	100.0	.	0	0	=	JX036224	JX036257
H	7	738	100.0	.	0	0	=	JX036189	JX036257
H	7	738	100.0	.	0	0	=	JX036191	JX036257
H	7	738	100.0	.	0	0	=	JX036200	JX036257
S	8	644	*	*	*	*	*	JN204765	*
H	8	644	100.0	.	0	0	=	JN204769	JN204765
H	8	644	100.0	.	0	0	=	JN204799	JN204765
H	8	644	100.0	.	0	0	=	JN204741	JN204765
H	8	644	100.0	.	0	0	=	JN204738	JN204765
H	8	644	100.0	.	0	0	=	JN204734	JN204765
H	8	644	100.0	.	0	0	=	JN204816	JN204765
H	8	644	100.0	.	0	0	=	JN204798	JN204765
H	8	644	100.0	.	0	0	=	JN204841	JN204765
H	8	644	100.0	.	0	0	=	JN204840	JN204765
H	8	644	100.0	.	0	0	=	JN204839	JN204765
H	8	644	100.0	.	0	0	=	JN204842	JN204765
H	8	644	100.0	.	0	0	=	JN204843	JN204765
H	8	644	100.0	.	0	0	=	JN204831	JN204765
H	8	644	100.0	.	0	0	=	JN204829	JN204765
H	8	644	100.0	.	0	0	=	JN204832	JN204765
H	8	644	100.0	.	0	0	=	JN204837	JN204765
H	8	644	100.0	.	0	0	=	JN204794	JN204765
H	8	644	100.0	.	0	0	=	JN204796	JN204765
H	8	644	100.0	.	0	0	=	JN204788	JN204765
H	8	644	100.0	.	0	0	=	JN204821	JN204765
H	8	644	100.0	.	0	0	=	JN204825	JN204765
H	8	644	100.0	.	0	0	=	JN204824	JN204765
H	8	644	100.0	.	0	0	=	JN204826	JN204765
H	8	644	100.0	.	0	0	=	JN204802	JN204765
S	9	634	*	*	*	*	*	FJ170732	*
H	9	634	100.0	.	0	0	=	FJ170727	FJ170732
H	9	634	100.0	.	0	0	=	FJ170728	FJ170732
H	9	634	100.0	.	0	0	=	FJ170731	FJ170732
H	9	634	100.0	.	0	0	=	FJ170729	FJ170732
H	9	634	100.0	.	0	0	=	FJ170733	FJ170732
H	9	634	100.0	.	0	0	=	FJ170760	FJ170732
H	9	634	100.0	.	0	0	=	FJ170741	FJ170732
H	9	634	100.0	.	0	0	=	FJ170745	FJ170732
H	9	634	100.0	.	0	0	=	FJ170764	FJ170732
H	9	634	100.0	.	0	0	=	GQ398411	FJ170732
H	9	634	100.0	.	0	0	=	FJ170760	FJ170732
H	9	634	100.0	.	0	0	=	GQ398411	FJ170732
H	9	634	100.0	.	0	0	=	FJ170764	FJ170732
H	9	634	100.0	.	0	0	=	FJ170732	FJ170732
H	9	634	100.0	.	0	0	=	FJ170731	FJ170732
H	9	634	100.0	.	0	0	=	FJ170733	FJ170732
H	9	634	100.0	.	0	0	=	FJ170728	FJ170732
H	9	634	100.0	.	0	0	=	FJ170727	FJ170732
H	9	634	100.0	.	0	0	=	FJ170729	FJ170732
H	9	634	100.0	.	0	0	=	FJ170741	FJ170732
H	9	634	100.0	.	0	0	=	FJ170745	FJ170732
S	10	635	*	*	*	*	*	FJ170759	*
H	10	635	100.0	.	0	0	=	FJ170762	FJ170759
H	10	635	100.0	.	0	0	=	FJ170763	FJ170759
H	10	635	100.0	.	0	0	=	FJ170763	FJ170759
H	10	635	100.0	.	0	0	=	FJ170761	FJ170759
H	10	635	100.0	.	0	0	=	FJ170762	FJ170759
H	10	635	100.0	.	0	0	=	FJ170759	FJ170759
H	10	635	100.0	.	0	0	=	FJ170761	FJ170759
H	10	635	100.0	.	0	0	=	FJ170738	FJ170759
H	10	635	100.0	.	0	0	=	FJ170743	FJ170759
H	10	635	100.0	.	0	0	=	FJ170752	FJ170759
H	10	635	100.0	.	0	0	=	FJ170743	FJ170759
H	10	635	100.0	.	0	0	=	FJ170748	FJ170759
H	10	635	100.0	.	0	0	=	FJ170749	FJ170759
H	10	635	100.0	.	0	0	=	FJ170736	FJ170759
H	10	635	100.0	.	0	0	=	FJ170730	FJ170759
H	10	635	100.0	.	0	0	=	FJ170730	FJ170759
H	10	635	100.0	.	0	0	=	FJ170738	FJ170759
H	10	635	100.0	.	0	0	=	FJ170736	FJ170759
H	10	635	100.0	.	0	0	=	FJ170748	FJ170759
H	10	635	100.0	.	0	0	=	FJ170749	FJ170759
H	10	635	100.0	.	0	0	=	FJ170752	FJ170759
S	11	663	*	*	*	*	*	JX509857	*
H	11	663	100.0	.	0	0	=	JX509856	JX509857
H	11	663	100.0	.	0	0	=	JX509858	JX509857
H	11	663	100.0	.	0	0	=	JX509852	JX509857
H	11	663	100.0	.	0	0	=	JX509861	JX509857
H	11	663	100.0	.	0	0	=	JX509860	JX509857
H	11	663	100.0	.	0	0	=	JX509841	JX509857
H	11	663	100.0	.	0	0	=	JX509842	JX509857
H	11	663	100.0	.	0	0	=	JX509838	JX509857
H	11	663	100.0	.	0	0	=	JX509851	JX509857
H	11	663	100.0	.	0	0	=	JX509846	JX509857
H	11	663	100.0	.	0	0	=	JX509846	JX509857
H	11	663	100.0	.	0	0	=	JX509838	JX509857
H	11	663	100.0	.	0	0	=	JX509841	JX509857
H	11	663	100.0	.	0	0	=	JX509842	JX509857
H	11	663	100.0	.	0	0	=	JX509861	JX509857
H	11	663	100.0	.	0	0	=	JX509860	JX509857
H	11	663	100.0	.	0	0	=	JX509851	JX509857
H	11	663	100.0	.	0	0	=	JX509852	JX509857
H	11	663	100.0	.	0	0	=	JX509857	JX509857
H	11	663	100.0	.	0	0	=	JX509858	JX509857
H	11	663	100.0	.	0	0	=	JX509856	JX509857
S	12	670	*	*	*	*	*	KF026272	*
H	12	670	100.0	.	0	0	=	KF026273	KF026272
H	12	670	100.0	.	0	0	=	KF026270	KF026272
H	12	670	100.0	.	0	0	=	KF026277	KF026272
H	12	670	100.0	.	0	0	=	KF026275	KF026272
H	12	670	100.0	.	0	0	=	KF026269	KF026272
H	12	670	100.0	.	0	0	=	KF026237	KF026272
H	12	670	100.0	.	0	0	=	KF026235	KF026272
H	12	670	100.0	.	0	0	=	KF026252	KF026272
H	12	670	100.0	.	0	0	=	KF026246	KF026272
H	12	670	100.0	.	0	0	=	KF026222	KF026272
H	12	670	100.0	.	0	0	=	KF026228	KF026272
H	12	670	100.0	.	0	0	=	KF026230	KF026272
H	12	670	100.0	.	0	0	=	KF026255	KF026272
H	12	670	100.0	.	0	0	=	KF026260	KF026272
H	12	670	100.0	.	0	0	=	KF026259	KF026272
H	12	670	100.0	.	0	0	=	KF026265	KF026272
H	12	670	100.0	.	0	0	=	KF026261	KF026272
H	12	670	100.0	.	0	0	=	KF026258	KF026272
H	12	670	100.0	.	0	0	=	KF026257	KF026272
S	13	624	*	*	*	*	*	FJ418566	*
H	13	554	100.0	.	0	0	=	GU252203	FJ418566
H	13	554	100.0	.	0	0	=	GU252181	FJ418566
H	13	554	100.0	.	0	0	=	GU252174	FJ418566
H	13	554	100.0	.	0	0	=	GU252173	FJ418566
H	13	554	100.0	.	0	0	=	GU252177	FJ418566
H	13	554	100.0	.	0	0	=	GU252176	FJ418566
H	13	554	100.0	.	0	0	=	GU252175	FJ418566
H	13	554	100.0	.	0	0	=	GU252179	FJ418566
H	13	554	100.0	.	0	0	=	GU252180	FJ418566
H	13	554	100.0	.	0	0	=	GU252178	FJ418566
H	13	554	100.0	.	0	0	=	GU252172	FJ418566
H	13	554	100.0	.	0	0	=	GU252187	FJ418566
H	13	554	100.0	.	0	0	=	GU252195	FJ418566
H	13	554	100.0	.	0	0	=	GU252196	FJ418566
H	13	554	100.0	.	0	0	=	GU252204	FJ418566
H	13	554	100.0	.	0	0	=	GU252192	FJ418566
H	13	554	100.0	.	0	0	=	GU252190	FJ418566
S	14	632	*	*	*	*	*	FJ170482	*
H	14	632	100.0	.	0	0	=	FJ170489	FJ170482
H	14	632	100.0	.	0	0	=	FJ170490	FJ170482
H	14	632	100.0	.	0	0	=	FJ170491	FJ170482
H	14	632	100.0	.	0	0	=	FJ170482	FJ170482
H	14	632	100.0	.	0	0	=	FJ170559	FJ170482
H	14	632	100.0	.	0	0	=	FJ170564	FJ170482
H	14	632	100.0	.	0	0	=	FJ170565	FJ170482
H	14	632	100.0	.	0	0	=	FJ170565	FJ170482
H	14	632	100.0	.	0	0	=	FJ170564	FJ170482
H	14	632	100.0	.	0	0	=	FJ170694	FJ170482
H	14	632	100.0	.	0	0	=	FJ170559	FJ170482
H	14	632	100.0	.	0	0	=	FJ170491	FJ170482
H	14	632	100.0	.	0	0	=	FJ170490	FJ170482
H	14	632	100.0	.	0	0	=	FJ170489	FJ170482
H	14	632	100.0	.	0	0	=	FJ170694	FJ170482
S	15	663	*	*	*	*	*	JX509853	*
H	15	663	100.0	.	0	0	=	JX509854	JX509853
H	15	663	100.0	.	0	0	=	JX509843	JX509853
H	15	663	100.0	.	0	0	=	JX509849	JX509853
H	15	663	100.0	.	0	0	=	JX509848	JX509853
H	15	663	100.0	.	0	0	=	JX509850	JX509853
H	15	663	100.0	.	0	0	=	JX509845	JX509853
H	15	663	100.0	.	0	0	=	JX509847	JX509853
H	15	663	100.0	.	0	0	=	JX509845	JX509853
H	15	663	100.0	.	0	0	=	JX509843	JX509853
H	15	663	100.0	.	0	0	=	JX509849	JX509853
H	15	663	100.0	.	0	0	=	JX509850	JX509853
H	15	663	100.0	.	0	0	=	JX509847	JX509853
H	15	663	100.0	.	0	0	=	JX509848	JX509853
H	15	663	100.0	.	0	0	=	JX509853	JX509853
H	15	663	100.0	.	0	0	=	JX509854	JX509853
S	16	507	*	*	*	*	*	JX474326	*
H	16	507	100.0	.	0	0	=	JX474333	JX474326
H	16	507	100.0	.	0	0	=	JX474323	JX474326
H	16	507	100.0	.	0	0	=	JX474325	JX474326
H	16	507	100.0	.	0	0	=	JX474334	JX474326
H	16	507	100.0	.	0	0	=	JX474349	JX474326
H	16	507	100.0	.	0	0	=	JX474350	JX474326
H	16	507	100.0	.	0	0	=	JX474342	JX474326
H	16	507	100.0	.	0	0	=	JX474343	JX474326
H	16	507	100.0	.	0	0	=	JX474366	JX474326
H	16	507	100.0	.	0	0	=	JX474365	JX474326
H	16	507	100.0	.	0	0	=	JX474355	JX474326
H	16	507	100.0	.	0	0	=	JX474353	JX474326
H	16	507	100.0	.	0	0	=	JX474354	JX474326
H	16	507	100.0	.	0	0	=	JX474363	JX474326
H	16	507	100.0	.	0	0	=	JX474364	JX474326
S	17	667	*	*	*	*	*	AB573818	*
H	17	667	100.0	.	0	0	=	AB573819	AB573818
H	17	667	100.0	.	0	0	=	AB573821	AB573818
H	17	667	100.0	.	0	0	=	AB573820	AB573818
H	17	667	100.0	.	0	0	=	AB583691	AB573818
H	17	667	100.0	.	0	0	=	AB573838	AB573818
H	17	667	100.0	.	0	0	=	AB627434	AB573818
H	17	667	100.0	.	0	0	=	AB573837	AB573818
H	17	667	100.0	.	0	0	=	AB573832	AB573818
H	17	667	100.0	.	0	0	=	AB573831	AB573818
H	17	667	100.0	.	0	0	=	AB573830	AB573818
H	17	667	100.0	.	0	0	=	AB573833	AB573818
H	17	667	100.0	.	0	0	=	AB573836	AB573818
H	17	667	100.0	.	0	0	=	AB573835	AB573818
H	17	667	100.0	.	0	0	=	AB573834	AB573818
S	18	710	*	*	*	*	*	KJ576648	*
H	18	710	100.0	.	0	0	=	KJ576659	KJ576648
H	18	710	100.0	.	0	0	=	KJ576666	KJ576648
H	18	710	100.0	.	0	0	=	KJ576657	KJ576648
H	18	710	100.0	.	0	0	=	KJ576649	KJ576648
H	18	710	100.0	.	0	0	=	KJ576653	KJ576648
H	18	710	100.0	.	0	0	=	KJ576678	KJ576648
H	18	710	100.0	.	0	0	=	KJ576686	KJ576648
H	18	710	100.0	.	0	0	=	KJ576687	KJ576648
H	18	710	100.0	.	0	0	=	KJ576685	KJ576648
H	18	710	100.0	.	0	0	=	KJ576682	KJ576648
H	18	710	100.0	.	0	0	=	KJ576684	KJ576648
H	18	710	100.0	.	0	0	=	KJ576688	KJ576648
H	18	684	100.0	.	0	0	=	AF242459	KJ576648
H	18	684	100.0	.	0	0	=	AF242459	KJ576648
S	19	710	*	*	*	*	*	KJ576698	*
H	19	710	100.0	.	0	0	=	KJ576695	KJ576698
H	19	710	100.0	.	0	0	=	KJ576696	KJ576698
H	19	710	100.0	.	0	0	=	KJ576676	KJ576698
H	19	710	100.0	.	0	0	=	KJ576674	KJ576698
H	19	710	100.0	.	0	0	=	KJ576639	KJ576698
H	19	710	100.0	.	0	0	=	KJ576664	KJ576698
H	19	710	100.0	.	0	0	=	KJ576677	KJ576698
H	19	710	100.0	.	0	0	=	KJ576693	KJ576698
H	19	710	100.0	.	0	0	=	KJ576694	KJ576698
H	19	710	100.0	.	0	0	=	KJ576690	KJ576698
H	19	710	100.0	.	0	0	=	KJ576679	KJ576698
H	19	710	100.0	.	0	0	=	KJ576683	KJ576698
H	19	661	100.0	.	0	0	=	KJ576652	KJ576698
S	20	633	*	*	*	*	*	FJ170667	*
H	20	633	100.0	.	0	0	=	FJ170705	FJ170667
H	20	633	100.0	.	0	0	=	FJ170518	FJ170667
H	20	633	100.0	.	0	0	=	FJ170543	FJ170667
H	20	633	100.0	.	0	0	=	FJ170724	FJ170667
H	20	633	100.0	.	0	0	=	FJ170726	FJ170667
H	20	633	100.0	.	0	0	=	FJ170635	FJ170667
H	20	633	100.0	.	0	0	=	FJ170705	FJ170667
H	20	633	100.0	.	0	0	=	FJ170726	FJ170667
H	20	633	100.0	.	0	0	=	FJ170724	FJ170667
H	20	633	100.0	.	0	0	=	FJ170667	FJ170667
H	20	633	100.0	.	0	0	=	FJ170635	FJ170667
H	20	633	100.0	.	0	0	=	FJ170543	FJ170667
H	20	633	100.0	.	0	0	=	FJ170518	FJ170667
S	21	665	*	*	*	*	*	JQ004616	*
H	21	665	100.0	.	0	0	=	JQ004619	JQ004616
H	21	665	100.0	.	0	0	=	JQ004617	JQ004616
H	21	665	100.0	.	0	0	=	JQ004616	JQ004616
H	21	665	100.0	.	0	0	=	JQ004617	JQ004616
H	21	665	100.0	.	0	0	=	JQ004618	JQ004616
H	21	665	100.0	.	0	0	=	JQ004623	JQ004616
H	21	665	100.0	.	0	0	=	JQ004635	JQ004616
H	21	665	100.0	.	0	0	=	JQ004634	JQ004616
H	21	665	100.0	.	0	0	=	JQ004623	JQ004616
H	21	665	100.0	.	0	0	=	JQ004618	JQ004616
H	21	665	100.0	.	0	0	=	JQ004619	JQ004616
H	21	665	100.0	.	0	0	=	JQ004634	JQ004616
H	21	665	100.0	.	0	0	=	JQ004635	JQ004616
H	3	644	100.0	+	0	0	3I644M91I	JN204754	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204733	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204737	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204735	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204726	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204817	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204830	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204789	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204785	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204783	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204779	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204782	JX036192
H	3	644	100.0	.	0	0	=JN204754	JN204781	JX036192
S	22	251	*	*	*	*	*	JF414631	*
H	22	251	100.0	.	0	0	=	JF414633	JF414631
H	22	251	100.0	.	0	0	=	JF414654	JF414631
H	22	251	100.0	.	0	0	=	JF414636	JF414631
H	22	251	100.0	.	0	0	=	JF414637	JF414631
H	22	251	100.0	.	0	0	=	JF414635	JF414631
H	22	251	100.0	.	0	0	=	JF414638	JF414631
H	22	251	100.0	.	0	0	=	JF414644	JF414631
H	22	251	100.0	.	0	0	=	JF414652	JF414631
H	22	251	100.0	.	0	0	=	JF414641	JF414631
H	22	251	100.0	.	0	0	=	JF414639	JF414631
H	22	251	100.0	.	0	0	=	JF414640	JF414631
S	23	649	*	*	*	*	*	EU715046	*
H	23	649	100.0	.	0	0	=	EU715048	EU715046
H	23	649	100.0	.	0	0	=	EU715035	EU715046
H	23	649	100.0	.	0	0	=	EU715038	EU715046
H	23	649	100.0	.	0	0	=	EU715034	EU715046
H	23	649	100.0	.	0	0	=	EU715040	EU715046
H	23	649	100.0	.	0	0	=	EU715048	EU715046
H	23	649	100.0	.	0	0	=	EU715046	EU715046
H	23	649	100.0	.	0	0	=	EU715035	EU715046
H	23	649	100.0	.	0	0	=	EU715034	EU715046
H	23	649	100.0	.	0	0	=	EU715038	EU715046
H	23	649	100.0	.	0	0	=	EU715040	EU715046
S	24	669	*	*	*	*	*	JF831921	*
H	24	669	100.0	.	0	0	=	JF831906	JF831921
H	24	669	100.0	.	0	0	=	JF831906	JF831921
H	24	669	100.0	.	0	0	=	JF831905	JF831921
H	24	669	100.0	.	0	0	=	JF831915	JF831921
H	24	669	100.0	.	0	0	=	JF831919	JF831921
H	24	669	100.0	.	0	0	=	JF831916	JF831921
H	24	669	100.0	.	0	0	=	JF831908	JF831921
H	24	669	100.0	.	0	0	=	JF831913	JF831921
H	24	669	100.0	.	0	0	=	JF831914	JF831921
S	25	648	*	*	*	*	*	JN204749	*
H	25	648	100.0	.	0	0	=	JN204749	JN204749
H	25	648	100.0	.	0	0	=	JN204771	JN204749
H	25	648	100.0	.	0	0	=	JN204770	JN204749
H	25	648	100.0	.	0	0	=	JN204752	JN204749
H	25	648	100.0	.	0	0	=	JN204752	JN204749
H	25	648	100.0	.	0	0	=	JN204770	JN204749
H	25	648	100.0	.	0	0	=	JN204808	JN204749
H	25	648	100.0	.	0	0	=	JN204771	JN204749
H	25	648	100.0	.	0	0	=	JN204808	JN204749
S	26	251	*	*	*	*	*	JF414643	*
H	26	251	100.0	.	0	0	=	JF414645	JF414643
H	26	251	100.0	.	0	0	=	JF414634	JF414643
H	26	251	100.0	.	0	0	=	JF414642	JF414643
H	26	251	100.0	.	0	0	=	JF414651	JF414643
H	26	251	100.0	.	0	0	=	JF414632	JF414643
H	26	251	100.0	.	0	0	=	JF414630	JF414643
H	26	251	100.0	.	0	0	=	JF414653	JF414643
H	26	251	100.0	.	0	0	=	JF414655	JF414643
S	27	721	*	*	*	*	*	KJ754286	*
H	27	721	100.0	.	0	0	=	KJ754285	KJ754286
H	27	721	100.0	.	0	0	=	KJ754288	KJ754286
H	27	721	100.0	.	0	0	=	KJ754287	KJ754286
H	27	721	100.0	.	0	0	=	KJ754278	KJ754286
H	27	721	100.0	.	0	0	=	KJ754272	KJ754286
H	27	721	100.0	.	0	0	=	KJ754281	KJ754286
H	27	721	100.0	.	0	0	=	KJ754279	KJ754286
H	27	721	100.0	.	0	0	=	KJ754270	KJ754286
S	28	256	*	*	*	*	*	KC740584	*
H	28	256	100.0	.	0	0	=	KC740588	KC740584
H	28	256	100.0	.	0	0	=	KC740590	KC740584
H	28	256	100.0	.	0	0	=	KC740589	KC740584
H	28	256	100.0	.	0	0	=	KC740578	KC740584
H	28	256	100.0	.	0	0	=	KC740577	KC740584
H	28	256	100.0	.	0	0	=	KC740580	KC740584
H	28	256	100.0	.	0	0	=	KC740592	KC740584
H	28	256	100.0	.	0	0	=	KC740591	KC740584
S	29	624	*	*	*	*	*	JX518609	*
H	29	624	100.0	.	0	0	=	JX518612	JX518609
H	29	624	100.0	.	0	0	=	JX518611	JX518609
H	29	624	100.0	.	0	0	=	JX518610	JX518609
H	29	624	100.0	.	0	0	=	JX518610	JX518609
H	29	624	100.0	.	0	0	=	JX518609	JX518609
H	29	624	100.0	.	0	0	=	JX518612	JX518609
H	29	624	100.0	.	0	0	=	JX518611	JX518609
S	30	634	*	*	*	*	*	JN204761	*
H	30	634	100.0	.	0	0	=	JN204762	JN204761
H	30	634	100.0	.	0	0	=	JN204800	JN204761
H	30	634	100.0	.	0	0	=	JN204800	JN204761
H	30	634	100.0	.	0	0	=	JN204762	JN204761
H	30	634	100.0	.	0	0	=	JN204761	JN204761
H	30	634	100.0	.	0	0	=	JN204813	JN204761
H	30	634	100.0	.	0	0	=	JN204813	JN204761
S	31	554	*	*	*	*	*	GU252184	*
H	31	554	100.0	.	0	0	=	GU252185	GU252184
H	31	554	100.0	.	0	0	=	GU252182	GU252184
H	31	554	100.0	.	0	0	=	GU252183	GU252184
H	31	554	100.0	.	0	0	=	GU252201	GU252184
H	31	554	100.0	.	0	0	=	GU252200	GU252184
H	31	554	100.0	.	0	0	=	GU252197	GU252184
H	31	554	100.0	.	0	0	=	GU252186	GU252184
S	32	633	*	*	*	*	*	FJ170682	*
H	32	633	100.0	.	0	0	=	FJ170678	FJ170682
H	32	633	100.0	.	0	0	=	FJ170477	FJ170682
H	32	633	100.0	.	0	0	=	FJ170618	FJ170682
H	32	633	100.0	.	0	0	=	FJ170477	FJ170682
H	32	633	100.0	.	0	0	=	FJ170678	FJ170682
H	32	633	100.0	.	0	0	=	FJ170682	FJ170682
H	32	633	100.0	.	0	0	=	FJ170618	FJ170682
S	33	632	*	*	*	*	*	FJ170530	*
H	33	632	100.0	.	0	0	=	FJ170532	FJ170530
H	33	632	100.0	.	0	0	=	FJ170534	FJ170530
H	33	632	100.0	.	0	0	=	FJ170529	FJ170530
H	33	632	100.0	.	0	0	=	FJ170532	FJ170530
H	33	632	100.0	.	0	0	=	FJ170530	FJ170530
H	33	632	100.0	.	0	0	=	FJ170529	FJ170530
H	33	632	100.0	.	0	0	=	FJ170534	FJ170530
S	34	647	*	*	*	*	*	JN204804	*
H	34	647	100.0	.	0	0	=	JN204805	JN204804
H	34	647	100.0	.	0	0	=	JN204804	JN204804
H	34	647	100.0	.	0	0	=	JN204805	JN204804
H	34	647	100.0	.	0	0	=	JN204748	JN204804
H	34	647	100.0	.	0	0	=	JN204745	JN204804
H	34	647	100.0	.	0	0	=	JN204748	JN204804
H	34	647	100.0	.	0	0	=	JN204745	JN204804
S	35	633	*	*	*	*	*	FJ170539	*
H	35	633	100.0	.	0	0	=	FJ170636	FJ170539
H	35	633	100.0	.	0	0	=	FJ170597	FJ170539
H	35	633	100.0	.	0	0	=	FJ170647	FJ170539
H	35	633	100.0	.	0	0	=	FJ170597	FJ170539
H	35	633	100.0	.	0	0	=	FJ170647	FJ170539
H	35	633	100.0	.	0	0	=	FJ170636	FJ170539
H	35	633	100.0	.	0	0	=	FJ170539	FJ170539
S	36	738	*	*	*	*	*	JX036271	*
H	36	738	100.0	.	0	0	=	JX036229	JX036271
H	36	738	100.0	.	0	0	=	JX036207	JX036271
H	36	738	100.0	.	0	0	=	JX036260	JX036271
H	36	738	100.0	.	0	0	=	JX036255	JX036271
H	36	738	100.0	.	0	0	=	JX036201	JX036271
H	36	738	100.0	.	0	0	=	JX036194	JX036271
H	19	718	100.0	+	0	0	14I696M22D	KJ754218	KJ576698
H	19	647	100.0	.	0	0	=KJ754218	JN204767	KJ576698
H	19	647	100.0	.	0	0	=KJ754218	JN204768	KJ576698
H	19	647	100.0	.	0	0	=KJ754218	JN204758	KJ576698
H	19	647	100.0	.	0	0	=KJ754218	JN204768	KJ576698
H	19	647	100.0	.	0	0	=KJ754218	JN204767	KJ576698
H	19	647	100.0	.	0	0	=KJ754218	JN204758	KJ576698
S	37	761	*	*	*	*	*	AY703904	*
H	37	761	100.0	.	0	0	=	AY703903	AY703904
H	37	761	100.0	.	0	0	=	DQ133485	AY703904
H	37	761	100.0	.	0	0	=	DQ133486	AY703904
H	37	761	100.0	.	0	0	=	DQ133482	AY703904
H	37	761	100.0	.	0	0	=	DQ133483	AY703904
H	37	761	100.0	.	0	0	=	DQ133484	AY703904
S	38	848	*	*	*	*	*	DQ133489	*
H	38	848	100.0	.	0	0	=	DQ133494	DQ133489
H	38	848	100.0	.	0	0	=	DQ133495	DQ133489
H	38	848	100.0	.	0	0	=	DQ133493	DQ133489
H	38	848	100.0	.	0	0	=	DQ133490	DQ133489
H	38	848	100.0	.	0	0	=	DQ133491	DQ133489
H	38	848	100.0	.	0	0	=	DQ133492	DQ133489
S	39	633	*	*	*	*	*	FJ170547	*
H	39	633	100.0	.	0	0	=	FJ170652	FJ170547
H	39	633	100.0	.	0	0	=	FJ170649	FJ170547
H	39	633	100.0	.	0	0	=	FJ170649	FJ170547
H	39	633	100.0	.	0	0	=	FJ170652	FJ170547
H	39	633	100.0	.	0	0	=	FJ170547	FJ170547
S	40	504	*	*	*	*	*	JX474339	*
H	40	504	100.0	.	0	0	=	JX474336	JX474339
H	40	504	100.0	.	0	0	=	JX474335	JX474339
H	40	504	100.0	.	0	0	=	JX474339	JX474339
H	40	504	100.0	.	0	0	=	JX474335	JX474339
H	40	504	100.0	.	0	0	=	JX474336	JX474339
S	41	633	*	*	*	*	*	FJ170680	*
H	41	633	100.0	.	0	0	=	FJ170706	FJ170680
H	41	633	100.0	.	0	0	=	FJ170611	FJ170680
H	41	633	100.0	.	0	0	=	FJ170706	FJ170680
H	41	633	100.0	.	0	0	=	FJ170680	FJ170680
H	41	633	100.0	.	0	0	=	FJ170611	FJ170680
H	19	739	100.0	+	0	0	11I699M40D	AF534387	KJ576698
H	19	739	100.0	.	0	0	=AF534387	AF534387	KJ576698
H	19	663	100.0	.	0	0	=AF534387	JX509840	KJ576698
H	19	663	100.0	.	0	0	=AF534387	JX509840	KJ576698
H	19	657	100.0	.	0	0	=AF534387	AF128270	KJ576698
H	19	657	100.0	.	0	0	=AF534387	AF128270	KJ576698
H	19	722	100.0	+	0	0	10I700M22D	KJ754229	KJ576698
H	19	722	100.0	.	0	0	=KJ754229	KJ754233	KJ576698
H	19	722	100.0	.	0	0	=KJ754229	KJ754230	KJ576698
H	19	722	100.0	.	0	0	=KJ754229	KJ754226	KJ576698
H	19	722	100.0	.	0	0	=KJ754229	KJ754213	KJ576698
H	19	722	100.0	.	0	0	=KJ754229	KJ754228	KJ576698
S	42	633	*	*	*	*	*	FJ170685	*
H	42	633	100.0	.	0	0	=	FJ170527	FJ170685
H	42	633	100.0	.	0	0	=	FJ170685	FJ170685
H	42	633	100.0	.	0	0	=	FJ170527	FJ170685
H	42	633	100.0	.	0	0	=	FJ170580	FJ170685
H	42	633	100.0	.	0	0	=	FJ170580	FJ170685
H	19	624	100.0	+	0	0	50I624M36I	JX518608	KJ576698
H	19	624	100.0	.	0	0	=JX518608	JX518606	KJ576698
H	19	624	100.0	.	0	0	=JX518608	JX518607	KJ576698
H	19	624	100.0	.	0	0	=JX518608	JX518606	KJ576698
