Accession	Group	Representative	Host	Species	Clade	Strain	Location	Author	Reference	Pubmed	Gene	Date
JX474362	Group 128	REDUNDANT	Lasallia pustulata	Trebouxia sp.	T. jamesii			Sadowska-Des	Fungal Ecol 6 (2)  141-151 (2013) 		ITS	130601
JX474367	Group 200	REDUNDANT	Lasallia pustulata	Trebouxia sp.	T. jamesii			Sadowska-Des	Fungal Ecol 6 (2)  141-151 (2013) 		ITS	130601
DQ166576	Group 8	IN TREE	Lecanora bicincta	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166577	Group 109	REDUNDANT	Lecanora bicincta	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166578	UNIQUE	IN TREE	Lecanora bicincta	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166579	Group 142	REDUNDANT	Lecanora bicincta	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166580	UNIQUE	IN TREE	Lecanora bicincta	Trebouxia sp.	T. arboricola			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166581	UNIQUE	IN TREE	Lecanora bicincta	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166582	Group 109	REDUNDANT	Lecanora carpinea	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166583	UNIQUE	IN TREE	Lecanora carpinea	Trebouxia sp.	T. decolorans			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
EU551516	Group 109	REDUNDANT	Lecanora cenisia	Trebouxia sp.	T. jamesii			Muggia	Mycol. Prog. 7 (3)  147-160 (2008) 		ITS	130601
EU551525	Group 10	REDUNDANT	Lecanora cenisia	Trebouxia sp.	T. decolorans			Muggia	Mycol. Prog. 7 (3)  147-160 (2008) 		ITS	130601
EU551529	Group 10	REDUNDANT	Lecanora cenisia	Trebouxia sp.	T. decolorans			Muggia	Mycol. Prog. 7 (3)  147-160 (2008) 		ITS	130601
AJ511350	UNIQUE	IN TREE	Lecanora conizaeoides	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511351	UNIQUE	IN TREE	Lecanora conizaeoides	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511352	Group 128	IN TREE	Lecanora conizaeoides	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511353	UNIQUE	IN TREE	Lecanora conizaeoides	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511354	Group 129	IN TREE	Lecanora conizaeoides	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ293795	Group 53	IN TREE	Lecanora dispersa	Trebouxia incrustata	T. incrustata	UTEX 784		Helms	Lichenologist (Lond.) 33 (1)  73-86 (2001) 		ITS	130601
HQ667317	Group 109	REDUNDANT	Lecanora fuscescens	Trebouxia jamesii	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
JN204745	Group 213	IN TREE	Lecanora fuscobrunnea	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204800	Group 142	REDUNDANT	Lecanora fuscobrunnea	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204804	Group 213	REDUNDANT	Lecanora fuscobrunnea	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204806	UNIQUE	IN TREE	Lecanora fuscobrunnea	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204807	UNIQUE	IN TREE	Lecanora fuscobrunnea	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
FJ626734	Group 57	REDUNDANT	Lecanora hageni	Trebouxia showmanii	T. showmanii	SAG 2009		del Campo	Taxon 59 (2)  588-591 (2010) 		ITS	130601
AF242470	Group 57	IN TREE	Lecanora hageni	Trebouxia showmanii	T. showmanii	UTEX 2234		Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
DQ166584	UNIQUE	IN TREE	Lecanora lojkaeana	Trebouxia sp.	T. arboricola			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166585	UNIQUE	IN TREE	Lecanora lojkaeana	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166586	UNIQUE	IN TREE	Lecanora lojkaeana	Trebouxia sp.	T. decolorans			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ660907	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Brunauer	Unpublished  		ITS	130601
AY703898	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. gigantea			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703899	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. impressa			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703900	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. gigantea			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703901	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703902	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703903	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703904	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703905	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703906	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY703907	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804015	Group 28	IN TREE	Lecanora muralis	Trebouxia sp.	T. arboricola			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804016	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. arboricola			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804017	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. arboricola			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804018	Group 140	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. impressa			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804019	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. arboricola			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804020	Group 140	IN TREE	Lecanora muralis	Trebouxia sp.	T. impressa			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804021	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. impressa			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804022	Group 28	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. arboricola			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
AY804023	NOT INCLUDED	NOT INCLUDED	Lecanora muralis	Trebouxia sp.				Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133473	Group 55	IN TREE	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133474	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133475	Group 43	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133476	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133477	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. sp. 1			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133478	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. gigantea			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133479	Group 43	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133480	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133481	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133482	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133483	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133484	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133485	Group 61	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133486	Group 61	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133487	Group 58	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133488	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133489	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133490	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133491	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133492	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133493	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133494	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133495	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133496	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133497	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133498	Group 54	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133499	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133500	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133501	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
DQ133502	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. incrustata			Guzow-Krzeminska	Lichenologist (Lond.) 38(5)  469-476 (2006) 		ITS	130601
GU339204	Group 77	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
GU339205	Group 77	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
GU339206	Group 77	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
GU339207	Group 77	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
GU339208	Group 77	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
GU339209	Group 77	REDUNDANT	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
GU339210	UNIQUE	IN TREE	Lecanora muralis	Trebouxia sp.	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
JQ359766	Group 54	IN TREE	Lecanora muralis	Trebouxia incrustata	T. incrustata			Guzow-Krzeminska	Unpublished  		ITS	130601
JQ359768	UNIQUE	IN TREE	Lecanora muralis	Trebouxia gigantea	T. gigantea			Guzow-Krzeminska	Unpublished  		ITS	130601
JQ359769	Group 43	REDUNDANT	Lecanora muralis	Trebouxia asymmetrica	T. asymmetrica			Guzow-Krzeminska	Unpublished  		ITS	130601
JN204754	Group 20	REDUNDANT	Lecanora physciella	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204755	Group 20	REDUNDANT	Lecanora physciella	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204756	Group 20	REDUNDANT	Lecanora physciella	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204728	UNIQUE	IN TREE	Lecanora physciella var. sorediata	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
AF242469	UNIQUE	IN TREE	Lecanora rubina	Trebouxia potteri	T. impressa	UTEX 900		Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
DQ166587	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. arboricola			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166588	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. incrustata			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166589	Group 65	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166590	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. incrustata			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166591	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166592	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166593	Group 65	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166594	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 1			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166595	Group 66	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 1			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166596	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166597	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166599	Group 109	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166600	Group 109	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166601	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. impressa			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166602	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. incrustata			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166603	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 1			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166604	Group 54	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. incrustata			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166605	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166606	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166608	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166609	Group 219	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166610	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. arboricola			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166611	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 1			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166612	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166613	Group 109	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166614	Group 111	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166615	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. arboricola			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166616	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. sp. 2			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166617	UNIQUE	IN TREE	Lecanora rupicola	Trebouxia sp.	T. arboricola			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ166618	Group 109	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
DQ660908	Group 116	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. impressa			Brunauer	Unpublished  		ITS	130601
AF534385	Group 16	REDUNDANT	Lecanora rupicola	Trebouxia sp.	T. arboricola			de los Rios	Mycol. Res. 106 (8)  946-953 (2002) 		ITS	130601
JX036159	Group 19	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036197	Group 20	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036199	Group 20	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036201	Group 22	IN TREE	Lecanora sp.	Trebouxia sp.	T. sp. 4			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036205	Group 20	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036216	Group 19	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036217	Group 20	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036227	UNIQUE	IN TREE	Lecanora sp.	Trebouxia sp.	T. sp. 4			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036268	Group 21	REDUNDANT	Lecanora sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
DQ166620	Group 139	IN TREE	Lecanora swartzii	Trebouxia sp.	T. jamesii			Blaha	Biol. J. Linn. Soc. Lond. 88 (2)  283-293 (2006) 		ITS	130601
AY444769	Group 139	REDUNDANT	Lecanora swartzii	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
JN204727	UNIQUE	IN TREE	Lecidea andersonii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204738	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204772	UNIQUE	IN TREE	Lecidea andersonii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204773	Group 21	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204775	UNIQUE	IN TREE	Lecidea andersonii	Trebouxia sp.	T. asymmetrica		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204777	Group 19	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204778	UNIQUE	IN TREE	Lecidea andersonii	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204779	Group 20	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204783	Group 20	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204785	Group 20	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204786	Group 20	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204814	Group 19	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204816	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204817	Group 20	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204823	UNIQUE	IN TREE	Lecidea andersonii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204824	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204825	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
