S	0	664	*	*	*	*	*	JQ004531	*
H	8	663	100.0	.	0	0	=	JX509842	JX509842
H	8	663	100.0	.	0	0	=	JX509841	JX509842
H	8	663	100.0	.	0	0	=	JX509860	JX509842
H	8	663	100.0	.	0	0	=	JX509858	JX509842
H	8	663	100.0	.	0	0	=	JX509861	JX509842
H	8	663	100.0	.	0	0	=	JX509852	JX509842
H	8	663	100.0	.	0	0	=	JX509851	JX509842
H	8	663	100.0	.	0	0	=	JX509857	JX509842
H	8	663	100.0	.	0	0	=	JX509856	JX509842
S	9	635	*	*	*	*	*	FJ170759	*
H	9	635	100.0	.	0	0	=	FJ170759	FJ170759
H	9	635	100.0	.	0	0	=	FJ170752	FJ170759
H	9	635	100.0	.	0	0	=	FJ170762	FJ170759
H	9	635	100.0	.	0	0	=	FJ170763	FJ170759
H	9	635	100.0	.	0	0	=	FJ170763	FJ170759
H	9	635	100.0	.	0	0	=	FJ170762	FJ170759
H	9	635	100.0	.	0	0	=	FJ170730	FJ170759
H	9	635	100.0	.	0	0	=	FJ170761	FJ170759
H	9	635	100.0	.	0	0	=	FJ170761	FJ170759
H	9	635	100.0	.	0	0	=	FJ170749	FJ170759
H	9	635	100.0	.	0	0	=	FJ170752	FJ170759
H	9	635	100.0	.	0	0	=	FJ170743	FJ170759
H	9	635	100.0	.	0	0	=	FJ170748	FJ170759
H	9	635	100.0	.	0	0	=	FJ170736	FJ170759
H	9	635	100.0	.	0	0	=	FJ170738	FJ170759
H	9	635	100.0	.	0	0	=	FJ170748	FJ170759
H	9	635	100.0	.	0	0	=	FJ170749	FJ170759
H	9	635	100.0	.	0	0	=	FJ170738	FJ170759
H	9	635	100.0	.	0	0	=	FJ170730	FJ170759
H	9	635	100.0	.	0	0	=	FJ170736	FJ170759
H	9	635	100.0	.	0	0	=	FJ170743	FJ170759
S	10	670	*	*	*	*	*	KF026270	*
H	10	670	100.0	.	0	0	=	KF026273	KF026270
H	10	670	100.0	.	0	0	=	KF026272	KF026270
H	10	670	100.0	.	0	0	=	KF026237	KF026270
H	10	670	100.0	.	0	0	=	KF026235	KF026270
H	10	670	100.0	.	0	0	=	KF026275	KF026270
H	10	670	100.0	.	0	0	=	KF026252	KF026270
H	10	670	100.0	.	0	0	=	KF026255	KF026270
H	10	670	100.0	.	0	0	=	KF026261	KF026270
H	10	670	100.0	.	0	0	=	KF026230	KF026270
H	10	670	100.0	.	0	0	=	KF026260	KF026270
H	10	670	100.0	.	0	0	=	KF026258	KF026270
H	10	670	100.0	.	0	0	=	KF026257	KF026270
H	10	670	100.0	.	0	0	=	KF026259	KF026270
H	10	670	100.0	.	0	0	=	KF026269	KF026270
H	10	670	100.0	.	0	0	=	KF026265	KF026270
H	10	670	100.0	.	0	0	=	KF026228	KF026270
H	10	670	100.0	.	0	0	=	KF026277	KF026270
H	10	670	100.0	.	0	0	=	KF026222	KF026270
H	10	670	100.0	.	0	0	=	KF026246	KF026270
S	11	624	*	*	*	*	*	FJ418566	*
H	11	554	100.0	.	0	0	=	GU252181	FJ418566
H	11	554	100.0	.	0	0	=	GU252190	FJ418566
H	11	554	100.0	.	0	0	=	GU252178	FJ418566
H	11	554	100.0	.	0	0	=	GU252187	FJ418566
H	11	554	100.0	.	0	0	=	GU252180	FJ418566
H	11	554	100.0	.	0	0	=	GU252179	FJ418566
H	11	554	100.0	.	0	0	=	GU252203	FJ418566
H	11	554	100.0	.	0	0	=	GU252204	FJ418566
H	11	554	100.0	.	0	0	=	GU252174	FJ418566
H	11	554	100.0	.	0	0	=	GU252175	FJ418566
H	11	554	100.0	.	0	0	=	GU252177	FJ418566
H	11	554	100.0	.	0	0	=	GU252176	FJ418566
H	11	554	100.0	.	0	0	=	GU252173	FJ418566
H	11	554	100.0	.	0	0	=	GU252172	FJ418566
H	11	554	100.0	.	0	0	=	GU252195	FJ418566
H	11	554	100.0	.	0	0	=	GU252192	FJ418566
H	11	554	100.0	.	0	0	=	GU252196	FJ418566
S	12	507	*	*	*	*	*	JX474326	*
H	12	507	100.0	.	0	0	=	JX474325	JX474326
H	12	507	100.0	.	0	0	=	JX474333	JX474326
H	12	507	100.0	.	0	0	=	JX474334	JX474326
H	12	507	100.0	.	0	0	=	JX474323	JX474326
H	12	507	100.0	.	0	0	=	JX474342	JX474326
H	12	507	100.0	.	0	0	=	JX474354	JX474326
H	12	507	100.0	.	0	0	=	JX474363	JX474326
H	12	507	100.0	.	0	0	=	JX474355	JX474326
H	12	507	100.0	.	0	0	=	JX474366	JX474326
H	12	507	100.0	.	0	0	=	JX474353	JX474326
H	12	507	100.0	.	0	0	=	JX474343	JX474326
H	12	507	100.0	.	0	0	=	JX474365	JX474326
H	12	507	100.0	.	0	0	=	JX474350	JX474326
H	12	507	100.0	.	0	0	=	JX474364	JX474326
H	12	507	100.0	.	0	0	=	JX474349	JX474326
S	13	663	*	*	*	*	*	JX509843	*
H	13	663	100.0	.	0	0	=	JX509845	JX509843
H	13	663	100.0	.	0	0	=	JX509848	JX509843
H	13	663	100.0	.	0	0	=	JX509847	JX509843
H	13	663	100.0	.	0	0	=	JX509849	JX509843
H	13	663	100.0	.	0	0	=	JX509850	JX509843
H	13	663	100.0	.	0	0	=	JX509853	JX509843
H	13	663	100.0	.	0	0	=	JX509854	JX509843
H	13	663	100.0	.	0	0	=	JX509845	JX509843
H	13	663	100.0	.	0	0	=	JX509843	JX509843
H	13	663	100.0	.	0	0	=	JX509849	JX509843
H	13	663	100.0	.	0	0	=	JX509848	JX509843
H	13	663	100.0	.	0	0	=	JX509847	JX509843
H	13	663	100.0	.	0	0	=	JX509850	JX509843
H	13	663	100.0	.	0	0	=	JX509853	JX509843
H	13	663	100.0	.	0	0	=	JX509854	JX509843
S	14	632	*	*	*	*	*	FJ170564	*
H	14	632	100.0	.	0	0	=	FJ170559	FJ170564
H	14	632	100.0	.	0	0	=	FJ170565	FJ170564
H	14	632	100.0	.	0	0	=	FJ170694	FJ170564
H	14	632	100.0	.	0	0	=	FJ170565	FJ170564
H	14	632	100.0	.	0	0	=	FJ170564	FJ170564
H	14	632	100.0	.	0	0	=	FJ170559	FJ170564
H	14	632	100.0	.	0	0	=	FJ170694	FJ170564
H	14	632	100.0	.	0	0	=	FJ170490	FJ170564
H	14	632	100.0	.	0	0	=	FJ170489	FJ170564
H	14	632	100.0	.	0	0	=	FJ170491	FJ170564
H	14	632	100.0	.	0	0	=	FJ170491	FJ170564
H	14	632	100.0	.	0	0	=	FJ170490	FJ170564
H	14	632	100.0	.	0	0	=	FJ170489	FJ170564
H	14	632	100.0	.	0	0	=	FJ170482	FJ170564
H	14	632	100.0	.	0	0	=	FJ170482	FJ170564
S	15	710	*	*	*	*	*	KJ576666	*
H	15	710	100.0	.	0	0	=	KJ576659	KJ576666
H	15	710	100.0	.	0	0	=	KJ576657	KJ576666
H	15	710	100.0	.	0	0	=	KJ576688	KJ576666
H	15	710	100.0	.	0	0	=	KJ576684	KJ576666
H	15	710	100.0	.	0	0	=	KJ576682	KJ576666
H	15	710	100.0	.	0	0	=	KJ576678	KJ576666
H	15	710	100.0	.	0	0	=	KJ576687	KJ576666
H	15	710	100.0	.	0	0	=	KJ576686	KJ576666
H	15	710	100.0	.	0	0	=	KJ576685	KJ576666
H	15	710	100.0	.	0	0	=	KJ576648	KJ576666
H	15	710	100.0	.	0	0	=	KJ576653	KJ576666
H	15	710	100.0	.	0	0	=	KJ576649	KJ576666
H	15	684	100.0	.	0	0	=	AF242459	KJ576666
H	15	684	100.0	.	0	0	=	AF242459	KJ576666
S	16	665	*	*	*	*	*	JQ004635	*
H	16	665	100.0	.	0	0	=	JQ004634	JQ004635
H	16	665	100.0	.	0	0	=	JQ004623	JQ004635
H	16	665	100.0	.	0	0	=	JQ004617	JQ004635
H	16	665	100.0	.	0	0	=	JQ004616	JQ004635
H	16	665	100.0	.	0	0	=	JQ004619	JQ004635
H	16	665	100.0	.	0	0	=	JQ004618	JQ004635
H	16	665	100.0	.	0	0	=	JQ004635	JQ004635
H	16	665	100.0	.	0	0	=	JQ004634	JQ004635
H	16	665	100.0	.	0	0	=	JQ004617	JQ004635
H	16	665	100.0	.	0	0	=	JQ004616	JQ004635
H	16	665	100.0	.	0	0	=	JQ004619	JQ004635
H	16	665	100.0	.	0	0	=	JQ004618	JQ004635
H	16	665	100.0	.	0	0	=	JQ004623	JQ004635
S	17	633	*	*	*	*	*	FJ170635	*
H	17	633	100.0	.	0	0	=	FJ170705	FJ170635
H	17	633	100.0	.	0	0	=	FJ170726	FJ170635
H	17	633	100.0	.	0	0	=	FJ170724	FJ170635
H	17	633	100.0	.	0	0	=	FJ170667	FJ170635
H	17	633	100.0	.	0	0	=	FJ170667	FJ170635
H	17	633	100.0	.	0	0	=	FJ170635	FJ170635
H	17	633	100.0	.	0	0	=	FJ170543	FJ170635
H	17	633	100.0	.	0	0	=	FJ170518	FJ170635
H	17	633	100.0	.	0	0	=	FJ170543	FJ170635
H	17	633	100.0	.	0	0	=	FJ170518	FJ170635
H	17	633	100.0	.	0	0	=	FJ170726	FJ170635
H	17	633	100.0	.	0	0	=	FJ170724	FJ170635
H	17	633	100.0	.	0	0	=	FJ170705	FJ170635
S	18	710	*	*	*	*	*	KJ576679	*
H	18	710	100.0	.	0	0	=	KJ576693	KJ576679
H	18	710	100.0	.	0	0	=	KJ576690	KJ576679
H	18	710	100.0	.	0	0	=	KJ576674	KJ576679
H	18	710	100.0	.	0	0	=	KJ576695	KJ576679
H	18	710	100.0	.	0	0	=	KJ576694	KJ576679
H	18	710	100.0	.	0	0	=	KJ576696	KJ576679
H	18	710	100.0	.	0	0	=	KJ576698	KJ576679
H	18	710	100.0	.	0	0	=	KJ576683	KJ576679
H	18	710	100.0	.	0	0	=	KJ576664	KJ576679
H	18	710	100.0	.	0	0	=	KJ576676	KJ576679
H	18	710	100.0	.	0	0	=	KJ576677	KJ576679
H	18	710	100.0	.	0	0	=	KJ576639	KJ576679
H	18	661	100.0	.	0	0	=	KJ576652	KJ576679
S	19	644	*	*	*	*	*	JN204817	*
H	19	644	100.0	.	0	0	=	JN204830	JN204817
H	19	644	100.0	.	0	0	=	JN204735	JN204817
H	19	644	100.0	.	0	0	=	JN204737	JN204817
H	19	644	100.0	.	0	0	=	JN204733	JN204817
H	19	644	100.0	.	0	0	=	JN204754	JN204817
H	19	644	100.0	.	0	0	=	JN204726	JN204817
H	19	644	100.0	.	0	0	=	JN204781	JN204817
H	19	644	100.0	.	0	0	=	JN204782	JN204817
H	19	644	100.0	.	0	0	=	JN204783	JN204817
H	19	644	100.0	.	0	0	=	JN204779	JN204817
H	19	644	100.0	.	0	0	=	JN204789	JN204817
H	19	644	100.0	.	0	0	=	JN204785	JN204817
S	20	649	*	*	*	*	*	EU715034	*
H	20	649	100.0	.	0	0	=	EU715035	EU715034
H	20	649	100.0	.	0	0	=	EU715048	EU715034
H	20	649	100.0	.	0	0	=	EU715038	EU715034
H	20	649	100.0	.	0	0	=	EU715046	EU715034
H	20	649	100.0	.	0	0	=	EU715040	EU715034
H	20	649	100.0	.	0	0	=	EU715048	EU715034
H	20	649	100.0	.	0	0	=	EU715035	EU715034
H	20	649	100.0	.	0	0	=	EU715034	EU715034
H	20	649	100.0	.	0	0	=	EU715038	EU715034
H	20	649	100.0	.	0	0	=	EU715046	EU715034
H	20	649	100.0	.	0	0	=	EU715040	EU715034
S	21	648	*	*	*	*	*	JN204808	*
H	21	648	100.0	.	0	0	=	JN204808	JN204808
H	21	648	100.0	.	0	0	=	JN204749	JN204808
H	21	648	100.0	.	0	0	=	JN204749	JN204808
H	21	648	100.0	.	0	0	=	JN204770	JN204808
H	21	648	100.0	.	0	0	=	JN204770	JN204808
H	21	648	100.0	.	0	0	=	JN204771	JN204808
H	21	648	100.0	.	0	0	=	JN204771	JN204808
H	21	648	100.0	.	0	0	=	JN204752	JN204808
H	21	648	100.0	.	0	0	=	JN204752	JN204808
S	22	256	*	*	*	*	*	KC740589	*
H	22	256	100.0	.	0	0	=	KC740588	KC740589
H	22	256	100.0	.	0	0	=	KC740592	KC740589
H	22	256	100.0	.	0	0	=	KC740591	KC740589
H	22	256	100.0	.	0	0	=	KC740590	KC740589
H	22	256	100.0	.	0	0	=	KC740580	KC740589
H	22	256	100.0	.	0	0	=	KC740578	KC740589
H	22	256	100.0	.	0	0	=	KC740584	KC740589
H	22	256	100.0	.	0	0	=	KC740577	KC740589
S	23	721	*	*	*	*	*	KJ754286	*
H	23	721	100.0	.	0	0	=	KJ754279	KJ754286
H	23	721	100.0	.	0	0	=	KJ754278	KJ754286
H	23	721	100.0	.	0	0	=	KJ754288	KJ754286
H	23	721	100.0	.	0	0	=	KJ754285	KJ754286
H	23	721	100.0	.	0	0	=	KJ754281	KJ754286
H	23	721	100.0	.	0	0	=	KJ754287	KJ754286
H	23	721	100.0	.	0	0	=	KJ754272	KJ754286
H	23	721	100.0	.	0	0	=	KJ754270	KJ754286
S	24	554	*	*	*	*	*	GU252183	*
H	24	554	100.0	.	0	0	=	GU252182	GU252183
H	24	554	100.0	.	0	0	=	GU252184	GU252183
H	24	554	100.0	.	0	0	=	GU252185	GU252183
H	24	554	100.0	.	0	0	=	GU252186	GU252183
H	24	554	100.0	.	0	0	=	GU252197	GU252183
H	24	554	100.0	.	0	0	=	GU252200	GU252183
H	24	554	100.0	.	0	0	=	GU252201	GU252183
S	25	634	*	*	*	*	*	JN204813	*
H	25	634	100.0	.	0	0	=	JN204800	JN204813
H	25	634	100.0	.	0	0	=	JN204761	JN204813
H	25	634	100.0	.	0	0	=	JN204762	JN204813
H	25	634	100.0	.	0	0	=	JN204761	JN204813
H	25	634	100.0	.	0	0	=	JN204762	JN204813
H	25	634	100.0	.	0	0	=	JN204800	JN204813
H	25	634	100.0	.	0	0	=	JN204813	JN204813
S	26	633	*	*	*	*	*	FJ170647	*
H	26	633	100.0	.	0	0	=	FJ170636	FJ170647
H	26	633	100.0	.	0	0	=	FJ170597	FJ170647
H	26	633	100.0	.	0	0	=	FJ170636	FJ170647
H	26	633	100.0	.	0	0	=	FJ170539	FJ170647
H	26	633	100.0	.	0	0	=	FJ170647	FJ170647
H	26	633	100.0	.	0	0	=	FJ170539	FJ170647
H	26	633	100.0	.	0	0	=	FJ170597	FJ170647
S	27	647	*	*	*	*	*	JN204748	*
H	27	647	100.0	.	0	0	=	JN204748	JN204748
H	27	647	100.0	.	0	0	=	JN204745	JN204748
H	27	647	100.0	.	0	0	=	JN204745	JN204748
H	27	647	100.0	.	0	0	=	JN204805	JN204748
H	27	647	100.0	.	0	0	=	JN204804	JN204748
H	27	647	100.0	.	0	0	=	JN204804	JN204748
H	27	647	100.0	.	0	0	=	JN204805	JN204748
S	28	632	*	*	*	*	*	FJ170532	*
H	28	632	100.0	.	0	0	=	FJ170534	FJ170532
H	28	632	100.0	.	0	0	=	FJ170534	FJ170532
H	28	632	100.0	.	0	0	=	FJ170532	FJ170532
H	28	632	100.0	.	0	0	=	FJ170529	FJ170532
H	28	632	100.0	.	0	0	=	FJ170530	FJ170532
H	28	632	100.0	.	0	0	=	FJ170529	FJ170532
H	28	632	100.0	.	0	0	=	FJ170530	FJ170532
S	29	624	*	*	*	*	*	JX518609	*
H	29	624	100.0	.	0	0	=	JX518610	JX518609
H	29	624	100.0	.	0	0	=	JX518611	JX518609
H	29	624	100.0	.	0	0	=	JX518612	JX518609
H	29	624	100.0	.	0	0	=	JX518612	JX518609
H	29	624	100.0	.	0	0	=	JX518611	JX518609
H	29	624	100.0	.	0	0	=	JX518610	JX518609
H	29	624	100.0	.	0	0	=	JX518609	JX518609
S	30	633	*	*	*	*	*	FJ170618	*
H	30	633	100.0	.	0	0	=	FJ170678	FJ170618
H	30	633	100.0	.	0	0	=	FJ170682	FJ170618
H	30	633	100.0	.	0	0	=	FJ170477	FJ170618
H	30	633	100.0	.	0	0	=	FJ170678	FJ170618
H	30	633	100.0	.	0	0	=	FJ170682	FJ170618
H	30	633	100.0	.	0	0	=	FJ170618	FJ170618
H	30	633	100.0	.	0	0	=	FJ170477	FJ170618
S	31	761	*	*	*	*	*	DQ133485	*
H	31	761	100.0	.	0	0	=	AY703903	DQ133485
H	31	761	100.0	.	0	0	=	DQ133484	DQ133485
H	31	761	100.0	.	0	0	=	DQ133483	DQ133485
H	31	761	100.0	.	0	0	=	DQ133482	DQ133485
H	31	761	100.0	.	0	0	=	DQ133486	DQ133485
H	31	761	100.0	.	0	0	=	AY703904	DQ133485
H	18	718	100.0	+	0	0	14I696M22D	KJ754218	KJ576679
H	18	647	100.0	.	0	0	=KJ754218	JN204758	KJ576679
H	18	647	100.0	.	0	0	=KJ754218	JN204767	KJ576679
H	18	647	100.0	.	0	0	=KJ754218	JN204768	KJ576679
H	18	647	100.0	.	0	0	=KJ754218	JN204758	KJ576679
H	18	647	100.0	.	0	0	=KJ754218	JN204767	KJ576679
H	18	647	100.0	.	0	0	=KJ754218	JN204768	KJ576679
S	32	848	*	*	*	*	*	DQ133493	*
H	32	848	100.0	.	0	0	=	DQ133491	DQ133493
H	32	848	100.0	.	0	0	=	DQ133494	DQ133493
H	32	848	100.0	.	0	0	=	DQ133495	DQ133493
H	32	848	100.0	.	0	0	=	DQ133492	DQ133493
H	32	848	100.0	.	0	0	=	DQ133489	DQ133493
H	32	848	100.0	.	0	0	=	DQ133490	DQ133493
S	33	633	*	*	*	*	*	FJ170711	*
H	33	633	100.0	.	0	0	=	FJ170712	FJ170711
H	33	633	100.0	.	0	0	=	FJ170517	FJ170711
H	33	633	100.0	.	0	0	=	FJ170517	FJ170711
H	33	633	100.0	.	0	0	=	FJ170711	FJ170711
H	33	633	100.0	.	0	0	=	FJ170712	FJ170711
S	34	634	*	*	*	*	*	FJ170756	*
H	34	634	100.0	.	0	0	=	FJ170757	FJ170756
H	34	634	100.0	.	0	0	=	FJ170756	FJ170756
H	34	634	100.0	.	0	0	=	FJ170758	FJ170756
H	34	634	100.0	.	0	0	=	FJ170757	FJ170756
H	34	634	100.0	.	0	0	=	FJ170758	FJ170756
S	35	504	*	*	*	*	*	JX474347	*
H	35	504	100.0	.	0	0	=	JX474352	JX474347
H	35	504	100.0	.	0	0	=	JX474352	JX474347
H	35	504	100.0	.	0	0	=	JX474341	JX474347
H	35	504	100.0	.	0	0	=	JX474347	JX474347
H	35	504	100.0	.	0	0	=	JX474341	JX474347
S	36	633	*	*	*	*	*	FJ170580	*
H	36	633	100.0	.	0	0	=	FJ170685	FJ170580
H	36	633	100.0	.	0	0	=	FJ170685	FJ170580
H	36	633	100.0	.	0	0	=	FJ170527	FJ170580
H	36	633	100.0	.	0	0	=	FJ170527	FJ170580
H	36	633	100.0	.	0	0	=	FJ170580	FJ170580
H	18	722	100.0	+	0	0	10I700M22D	KJ754226	KJ576679
H	18	722	100.0	.	0	0	=KJ754226	KJ754228	KJ576679
H	18	722	100.0	.	0	0	=KJ754226	KJ754233	KJ576679
H	18	722	100.0	.	0	0	=KJ754226	KJ754229	KJ576679
H	18	722	100.0	.	0	0	=KJ754226	KJ754230	KJ576679
H	18	722	100.0	.	0	0	=KJ754226	KJ754213	KJ576679
S	37	835	*	*	*	*	*	GU339209	*
H	37	835	100.0	.	0	0	=	GU339208	GU339209
H	37	835	100.0	.	0	0	=	GU339207	GU339209
H	37	835	100.0	.	0	0	=	GU339206	GU339209
H	37	835	100.0	.	0	0	=	GU339205	GU339209
H	37	835	100.0	.	0	0	=	GU339204	GU339209
S	38	633	*	*	*	*	*	FJ170620	*
H	38	633	100.0	.	0	0	=	FJ170675	FJ170620
H	38	633	100.0	.	0	0	=	FJ170675	FJ170620
H	38	633	100.0	.	0	0	=	FJ170620	FJ170620
H	38	633	100.0	.	0	0	=	FJ170551	FJ170620
H	38	633	100.0	.	0	0	=	FJ170551	FJ170620
H	18	739	100.0	+	0	0	11I699M40D	AF534387	KJ576679
H	18	739	100.0	.	0	0	=AF534387	AF534387	KJ576679
H	18	663	100.0	.	0	0	=AF534387	JX509840	KJ576679
H	18	663	100.0	.	0	0	=AF534387	JX509840	KJ576679
H	18	657	100.0	.	0	0	=AF534387	AF128270	KJ576679
H	18	657	100.0	.	0	0	=AF534387	AF128270	KJ576679
S	39	635	*	*	*	*	*	FJ170744	*
H	39	635	100.0	.	0	0	=	FJ170753	FJ170744
H	39	635	100.0	.	0	0	=	FJ170754	FJ170744
H	39	635	100.0	.	0	0	=	FJ170753	FJ170744
H	39	635	100.0	.	0	0	=	FJ170754	FJ170744
H	39	635	100.0	.	0	0	=	FJ170744	FJ170744
S	40	665	*	*	*	*	*	JQ004631	*
H	40	665	100.0	.	0	0	=	JQ004627	JQ004631
H	40	665	100.0	.	0	0	=	JQ004628	JQ004631
H	40	665	100.0	.	0	0	=	JQ004631	JQ004631
H	40	665	100.0	.	0	0	=	JQ004628	JQ004631
H	40	665	100.0	.	0	0	=	JQ004627	JQ004631
S	41	504	*	*	*	*	*	JX474336	*
H	41	504	100.0	.	0	0	=	JX474335	JX474336
H	41	504	100.0	.	0	0	=	JX474339	JX474336
H	41	504	100.0	.	0	0	=	JX474335	JX474336
H	41	504	100.0	.	0	0	=	JX474339	JX474336
H	41	504	100.0	.	0	0	=	JX474336	JX474336
S	42	613	*	*	*	*	*	KF907569	*
H	42	613	100.0	.	0	0	=	KF907573	KF907569
H	42	613	100.0	.	0	0	=	KF907566	KF907569
H	42	613	100.0	.	0	0	=	KF907572	KF907569
H	42	613	100.0	.	0	0	=	KF907571	KF907569
H	42	613	100.0	.	0	0	=	KF907570	KF907569
S	43	633	*	*	*	*	*	FJ170611	*
H	43	633	100.0	.	0	0	=	FJ170706	FJ170611
H	43	633	100.0	.	0	0	=	FJ170680	FJ170611
H	43	633	100.0	.	0	0	=	FJ170680	FJ170611
H	43	633	100.0	.	0	0	=	FJ170611	FJ170611
H	43	633	100.0	.	0	0	=	FJ170706	FJ170611
H	18	505	100.0	+	0	0	111I505M94I	JX474332	KJ576679
H	18	505	100.0	.	0	0	=JX474332	JX474330	KJ576679
H	18	505	100.0	.	0	0	=JX474332	JX474332	KJ576679
H	18	505	100.0	.	0	0	=JX474332	JX474330	KJ576679
H	18	505	100.0	.	0	0	=JX474332	JX474329	KJ576679
H	18	505	100.0	.	0	0	=JX474332	JX474329	KJ576679
S	44	631	*	*	*	*	*	FJ170584	*
H	44	631	100.0	.	0	0	=	FJ170584	FJ170584
H	44	631	100.0	.	0	0	=	FJ170497	FJ170584
H	44	631	100.0	.	0	0	=	FJ170493	FJ170584
H	44	631	100.0	.	0	0	=	FJ170493	FJ170584
H	44	631	100.0	.	0	0	=	FJ170497	FJ170584
S	45	643	*	*	*	*	*	KF907512	*
H	45	643	100.0	.	0	0	=	KF907514	KF907512
H	45	643	100.0	.	0	0	=	KF907513	KF907512
H	45	643	100.0	.	0	0	=	KF907510	KF907512
H	45	643	100.0	.	0	0	=	KF907509	KF907512
H	45	643	100.0	.	0	0	=	KF907511	KF907512
S	46	633	*	*	*	*	*	FJ170649	*
H	46	633	100.0	.	0	0	=	FJ170652	FJ170649
H	46	633	100.0	.	0	0	=	FJ170652	FJ170649
H	46	633	100.0	.	0	0	=	FJ170547	FJ170649
H	46	633	100.0	.	0	0	=	FJ170649	FJ170649
H	46	633	100.0	.	0	0	=	FJ170547	FJ170649
H	18	624	100.0	+	0	0	50I624M36I	JX518608	KJ576679
H	18	624	100.0	.	0	0	=JX518608	JX518607	KJ576679
H	18	624	100.0	.	0	0	=JX518608	JX518606	KJ576679
H	18	624	100.0	.	0	0	=JX518608	JX518607	KJ576679
H	18	624	100.0	.	0	0	=JX518608	JX518608	KJ576679
H	18	624	100.0	.	0	0	=JX518608	JX518606	KJ576679
H	23	554	100.0	+	0	0	103I554M64I	GU252206	KJ754286
H	23	554	100.0	.	0	0	=GU252206	GU252205	KJ754286
H	23	554	100.0	.	0	0	=GU252206	GU252202	KJ754286
H	23	554	100.0	.	0	0	=GU252206	GU252194	KJ754286
H	23	554	100.0	.	0	0	=GU252206	GU252193	KJ754286
S	47	633	*	*	*	*	*	JN204746	*
H	47	633	100.0	.	0	0	=	JN204835	JN204746
H	47	633	100.0	.	0	0	=	KF907541	JN204746
H	47	633	100.0	.	0	0	=	JN204746	JN204746
H	47	633	100.0	.	0	0	=	JN204835	JN204746
S	48	640	*	*	*	*	*	HQ026211	*
H	48	640	100.0	.	0	0	=	HQ026211	HQ026211
H	48	632	100.0	.	0	0	=	HQ026210	HQ026211
H	48	632	100.0	.	0	0	=	HQ026210	HQ026211
S	49	652	*	*	*	*	*	JQ004575	*
H	49	652	100.0	.	0	0	=	JQ004574	JQ004575
H	49	652	100.0	.	0	0	=	JQ004575	JQ004575
H	49	652	100.0	.	0	0	=	JQ004574	JQ004575
H	48	507	100.0	+	0	0	45I507M88I	JX474360	HQ026211
H	48	507	100.0	.	0	0	=JX474360	JX474361	HQ026211
H	48	507	100.0	.	0	0	=JX474360	JX474360	HQ026211
H	48	507	100.0	.	0	0	=JX474360	JX474361	HQ026211
S	50	507	*	*	*	*	*	JX474328	*
H	50	507	100.0	.	0	0	=	JX474328	JX474328
H	50	507	100.0	.	0	0	=	JX474345	JX474328
H	50	507	100.0	.	0	0	=	JX474345	JX474328
S	51	611	*	*	*	*	*	KF907547	*
H	51	611	100.0	.	0	0	=	KF907574	KF907547
H	51	611	100.0	.	0	0	=	KF907562	KF907547
H	51	611	100.0	.	0	0	=	KF907561	KF907547
S	52	671	*	*	*	*	*	GQ375359	*
H	52	671	100.0	.	0	0	=	GQ375386	GQ375359
H	52	671	100.0	.	0	0	=	GQ375386	GQ375359
H	52	671	100.0	.	0	0	=	GQ375359	GQ375359
H	7	709	100.0	+	0	0	49D634M26D	KJ576702	FJ170729
H	7	709	100.0	.	0	0	=KJ576702	KJ576644	FJ170729
H	7	683	100.0	.	0	0	=KJ576702	AF242457	FJ170729
H	7	683	100.0	.	0	0	=KJ576702	AF242457	FJ170729
H	18	628	100.0	+	0	0	72I628M10I	EU551541	KJ576679
H	18	628	100.0	.	0	0	=EU551541	EU551542	KJ576679
H	18	628	100.0	.	0	0	=EU551541	EU551541	KJ576679
H	18	628	100.0	.	0	0	=EU551541	EU551542	KJ576679
S	53	504	*	*	*	*	*	JX474346	*
H	53	504	100.0	.	0	0	=	JX474351	JX474346
H	53	504	100.0	.	0	0	=	JX474351	JX474346
H	53	504	100.0	.	0	0	=	JX474346	JX474346
H	0	663	100.0	+	0	0	I663M	JQ004541	JQ004531
H	0	663	100.0	.	0	0	=JQ004541	JQ004536	JQ004531
H	0	663	100.0	.	0	0	=JQ004541	JQ004541	JQ004531
H	0	663	100.0	.	0	0	=JQ004541	JQ004536	JQ004531
S	54	635	*	*	*	*	*	EU551499	*
H	54	635	100.0	.	0	0	=	EU551482	EU551499
H	54	634	100.0	.	0	0	=	EU551487	EU551499
H	54	605	100.0	.	0	0	=	EU551506	EU551499
S	55	254	*	*	*	*	*	KC740609	*
H	55	254	100.0	.	0	0	=	KC740617	KC740609
H	55	254	100.0	.	0	0	=	KC740601	KC740609
H	55	254	100.0	.	0	0	=	KC740603	KC740609
H	15	675	100.0	+	0	0	9I675M26I	AY444766	KJ576666
H	15	675	100.0	.	0	0	=AY444766	AY444763	KJ576666
H	15	675	100.0	.	0	0	=AY444766	AY444766	KJ576666
H	15	675	100.0	.	0	0	=AY444766	AY444763	KJ576666
S	56	554	*	*	*	*	*	GU252189	*
H	56	554	100.0	.	0	0	=	GU252188	GU252189
H	56	554	100.0	.	0	0	=	GU252191	GU252189
H	56	554	100.0	.	0	0	=	GU252171	GU252189
S	57	665	*	*	*	*	*	JQ004626	*
H	57	665	100.0	.	0	0	=	JQ004625	JQ004626
H	57	665	100.0	.	0	0	=	JQ004625	JQ004626
